-0.14,0.015,0.002,0.99,0.043,0.005,-0.011,0.999,0.1,-0.017,0.071,0.992,0.142,0.002,0.035,0.989,0.05,0.002,-0.037,0.998,-0.149,-0.124,0.025,0.981,-0.112,0.143,-0.027,0.983,0.175,0,0.002,0.985,0,0,0,1,-0.077,0.001,0.037,0.996,0.127,0.001,-0.023,0.992,0.052,0.152,-0.586,-0.794,0.187,0.011,0.639,-0.746,-0.234,-0.165,-0.115,-0.951,0.114,-0.346,-0.164,0.917,-0.49,0.149,-0.435,-0.74,-0.2,0,0,-0.626
-0.093,0.045,0.004,0.995,-0.002,0.003,-0.013,1,0.036,-0.018,0.075,0.996,0.15,0,0.043,0.988,0.08,0.003,-0.044,0.996,-0.151,-0.152,0.019,0.977,-0.114,0.159,-0.024,0.98,0.116,-0.001,0.008,0.993,0,0,0,1,-0.069,0.005,-0.071,0.995,0.134,-0.069,-0.053,0.987,0.046,0.141,-0.578,-0.802,0.167,0.014,0.575,-0.801,-0.277,-0.127,-0.1,-0.947,-0.206,-0.805,0.053,0.554,-0.479,0.119,-0.454,-0.742,-0.18,0,0,-0.675
-0.083,0.034,0.003,0.996,-0.019,0,-0.003,1,0.027,-0.02,0.08,0.996,0.161,0.001,0.032,0.987,0.085,0.005,-0.055,0.995,-0.157,-0.127,0.024,0.979,-0.121,0.176,-0.019,0.977,0.108,0.002,-0.015,0.994,0,0,0,1,-0.072,0.013,-0.121,0.99,0.124,-0.015,-0.05,0.991,0.044,0.137,-0.565,-0.812,0.201,0.107,0.499,-0.836,-0.322,-0.138,-0.115,-0.93,-0.131,-0.901,0.01,0.414,-0.448,0.095,-0.486,-0.744,-0.176,0,0,-0.687
-0.087,0.014,0.001,0.996,-0.013,0,-0.004,1,0.033,-0.02,0.081,0.996,0.152,0.001,0.029,0.988,0.083,0.005,-0.058,0.995,-0.18,-0.133,0.019,0.974,-0.124,0.191,-0.016,0.974,0.113,0.003,-0.019,0.993,0,0,0,1,-0.084,0.01,-0.095,0.992,0.124,-0.011,-0.057,0.991,0.039,0.146,-0.56,-0.814,0.195,0.109,0.465,-0.857,-0.321,-0.161,-0.13,-0.924,-0.217,-0.833,0.102,0.499,-0.443,0.127,-0.476,-0.749,-0.181,0,0,-0.659
-0.086,0.03,0.003,0.996,-0.03,0.001,-0.011,0.999,0.026,-0.018,0.073,0.997,0.161,0,0.037,0.986,0.065,0.007,-0.063,0.996,-0.164,-0.145,0.019,0.975,-0.159,0.165,-0.015,0.973,0.119,0.002,-0.013,0.993,0,0,0,1,-0.075,0.008,-0.081,0.994,0.12,-0.03,-0.036,0.992,0.027,0.16,-0.571,-0.805,0.198,0.095,0.499,-0.838,-0.296,-0.132,-0.106,-0.94,-0.2,-0.842,0.08,0.494,-0.524,0.078,-0.441,-0.724,-0.174,0,0,-0.696
-0.091,0.021,0.002,0.996,-0.012,0.001,-0.007,1,0.026,-0.017,0.069,0.997,0.127,-0.002,0.039,0.991,0.076,0.005,-0.05,0.996,-0.144,-0.176,0.015,0.974,-0.142,0.15,-0.021,0.978,0.128,0.001,-0.008,0.992,0,0,0,1,-0.091,0.007,-0.081,0.993,0.122,-0.012,-0.043,0.991,0.022,0.168,-0.58,-0.797,0.224,0.107,0.544,-0.802,-0.214,-0.138,-0.097,-0.962,-0.113,-0.891,-0.036,0.438,-0.54,0.105,-0.431,-0.715,-0.185,0,0,-0.677
-0.086,0.033,0.003,0.996,-0.006,0.002,-0.011,1,0.022,-0.016,0.063,0.998,0.111,-0.003,0.041,0.993,0.043,0.006,-0.042,0.998,-0.131,-0.183,0.016,0.974,-0.09,0.157,-0.028,0.983,0.119,-0.001,0.006,0.993,0,0,0,1,-0.092,0.009,-0.087,0.992,0.126,-0.016,-0.051,0.991,0.025,0.163,-0.58,-0.798,0.234,0.122,0.55,-0.792,-0.204,-0.125,-0.089,-0.967,-0.09,-0.88,-0.088,0.459,-0.523,0.093,-0.441,-0.723,-0.192,0,0,-0.719
-0.088,0.021,0.002,0.996,-0.013,0.003,-0.013,1,0.022,-0.017,0.066,0.997,0.116,-0.005,0.051,0.992,0.051,0.006,-0.045,0.998,-0.119,-0.184,0.018,0.975,-0.105,0.162,-0.025,0.981,0.112,-0.002,0.011,0.994,0,0,0,1,-0.067,0.008,-0.091,0.994,0.126,-0.044,-0.059,0.989,0.036,0.147,-0.58,-0.801,0.223,0.115,0.543,-0.802,-0.202,-0.128,-0.09,-0.967,-0.156,-0.867,0.024,0.473,-0.548,0.166,-0.438,-0.693,-0.202,0,0,-0.709
-0.097,0.03,0.003,0.995,-0.001,0.003,-0.013,1,0.034,-0.017,0.069,0.997,0.13,-0.002,0.045,0.991,0.068,0.006,-0.057,0.996,-0.138,-0.139,0.024,0.98,-0.14,0.163,-0.019,0.977,0.122,-0.002,0.015,0.992,0,0,0,1,-0.056,0.004,-0.065,0.996,0.123,-0.045,-0.053,0.99,0.021,0.168,-0.578,-0.798,0.192,0.06,0.552,-0.809,-0.151,-0.126,-0.082,-0.977,-0.124,-0.858,-0.041,0.497,-0.658,0.126,-0.378,-0.639,-0.174,0,0,-0.705
-0.13,0.037,0.005,0.991,0.038,0.005,-0.012,0.999,0.092,-0.018,0.077,0.993,0.126,0,0.045,0.991,0.025,0.005,-0.064,0.998,-0.148,-0.159,0.018,0.976,-0.122,0.162,-0.022,0.979,0.161,-0.001,0.007,0.987,0,0,0,1,-0.065,0,0.009,0.998,0.114,-0.001,-0.036,0.993,0.022,0.172,-0.593,-0.786,0.176,0.005,0.638,-0.75,-0.116,-0.111,-0.072,-0.984,0.153,-0.292,-0.156,0.931,-0.645,0.158,-0.396,-0.634,-0.236,0,0,-0.611
