hips_x,hips_y,hips_z,hips_w, leftUpperLeg_x, leftUpperLeg_y, leftUpperLeg_z, leftUpperLeg_w, rightUpperLeg_x, rightUpperLeg_y, rightUpperLeg_z, rightUpperLeg_w, leftLowerLeg_x, leftLowerLeg_y, leftLowerLeg_z, leftLowerLeg_w, rightLowerLeg_x, rightLowerLeg_y, rightLowerLeg_z, rightLowerLeg_w, leftFoot_x, leftFoot_y, leftFoot_z, leftFoot_w, rightFoot_x, rightFoot_y, rightFoot_z, rightFoot_w, spine_x, spine_y, spine_z, spine_w, chest_x, chest_y, chest_z, chest_w, neck_x, neck_y, neck_z, neck_w, head_x, head_y, head_z, head_w, leftShoulder_x, leftShoulder_y, leftShoulder_z, leftShoulder_w, rightShoulder_x, rightShoulder_y, rightShoulder_z, rightShoulder_w, leftUpperArm_x, leftUpperArm_y, leftUpperArm_z, leftUpperArm_w, rightUpperArm_x, rightUpperArm_y, rightUpperArm_z, rightUpperArm_w, leftLowerArm_x, leftLowerArm_y, leftLowerArm_z, leftLowerArm_w, rightLowerArm_x, rightLowerArm_y, rightLowerArm_z, rightLowerArm_w, leftHand_x, leftHand_y, leftHand_z, leftHand_w, rightHand_x, rightHand_y, rightHand_z, rightHand_w, leftToes_x, leftToes_y, leftToes_z, leftToes_w, rightToes_x, rightToes_y, rightToes_z, rightToes_w, leftEye_x, leftEye_y, leftEye_z, leftEye_w, rightEye_x, rightEye_y, rightEye_z, rightEye_w,_x,_y,_z,_w, leftThumbProximal_x, leftThumbProximal_y, leftThumbProximal_z, leftThumbProximal_w, leftThumbIntermediate_x, leftThumbIntermediate_y, leftThumbIntermediate_z, leftThumbIntermediate_w, leftThumbDistal_x, leftThumbDistal_y, leftThumbDistal_z, leftThumbDistal_w, leftIndexProximal_x, leftIndexProximal_y, leftIndexProximal_z, leftIndexProximal_w, leftIndexIntermediate_x, leftIndexIntermediate_y, leftIndexIntermediate_z, leftIndexIntermediate_w, leftIndexDistal_x, leftIndexDistal_y, leftIndexDistal_z, leftIndexDistal_w, leftMiddleProximal_x, leftMiddleProximal_y, leftMiddleProximal_z, leftMiddleProximal_w, leftMiddleIntermediate_x, leftMiddleIntermediate_y, leftMiddleIntermediate_z, leftMiddleIntermediate_w, leftMiddleDistal_x, leftMiddleDistal_y, leftMiddleDistal_z, leftMiddleDistal_w, leftRingProximal_x, leftRingProximal_y, leftRingProximal_z, leftRingProximal_w, leftRingIntermediate_x, leftRingIntermediate_y, leftRingIntermediate_z, leftRingIntermediate_w, leftRingDistal_x, leftRingDistal_y, leftRingDistal_z, leftRingDistal_w, leftLittleProximal_x, leftLittleProximal_y, leftLittleProximal_z, leftLittleProximal_w, leftLittleIntermediate_x, leftLittleIntermediate_y, leftLittleIntermediate_z, leftLittleIntermediate_w, leftLittleDistal_x, leftLittleDistal_y, leftLittleDistal_z, leftLittleDistal_w, rightThumbProximal_x, rightThumbProximal_y, rightThumbProximal_z, rightThumbProximal_w, rightThumbIntermediate_x, rightThumbIntermediate_y, rightThumbIntermediate_z, rightThumbIntermediate_w, rightThumbDistal_x, rightThumbDistal_y, rightThumbDistal_z, rightThumbDistal_w, rightIndexProximal_x, rightIndexProximal_y, rightIndexProximal_z, rightIndexProximal_w, rightIndexIntermediate_x, rightIndexIntermediate_y, rightIndexIntermediate_z, rightIndexIntermediate_w, rightIndexDistal_x, rightIndexDistal_y, rightIndexDistal_z, rightIndexDistal_w, rightMiddleProximal_x, rightMiddleProximal_y, rightMiddleProximal_z, rightMiddleProximal_w, rightMiddleIntermediate_x, rightMiddleIntermediate_y, rightMiddleIntermediate_z, rightMiddleIntermediate_w, rightMiddleDistal_x, rightMiddleDistal_y, rightMiddleDistal_z, rightMiddleDistal_w, rightRingProximal_x, rightRingProximal_y, rightRingProximal_z, rightRingProximal_w, rightRingIntermediate_x, rightRingIntermediate_y, rightRingIntermediate_z, rightRingIntermediate_w, rightRingDistal_x, rightRingDistal_y, rightRingDistal_z, rightRingDistal_w, rightLittleProximal_x, rightLittleProximal_y, rightLittleProximal_z, rightLittleProximal_w, rightLittleIntermediate_x, rightLittleIntermediate_y, rightLittleIntermediate_z, rightLittleIntermediate_w, rightLittleDistal_x, rightLittleDistal_y, rightLittleDistal_z, rightLittleDistal_w, upperChest_x, upperChest_y, upperChest_z, upperChest_w
-0.09,-0.006,-0.001,0.996,0.024,0.013,-0.049,0.998,0.048,-0.01,0.034,0.998,0.087,-0.005,0.057,0.995,0.016,0.009,-0.02,0.998,0,0,0,1,0,0,0,1,0.11,-0.002,0.015,0.994,0,0,0,1,-0.08,0,0.016,0.997,0.123,-0.026,-0.03,0.992,0,0,0,1,0,0,0,1,0.046,0.15,-0.595,-0.788,0.135,-0.043,0.657,-0.741,-0.008,-0.14,-0.068,-0.988,0.002,-0.118,-0.062,0.991,0,0.15,0.4,-0.72,-0.5,0,0,-0.551,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.102,-0.012,-0.001,0.995,0.043,0.013,-0.05,0.998,0.063,-0.01,0.032,0.997,0.075,-0.004,0.056,0.996,0.013,0.008,-0.02,0.998,0,0,0,1,0,0,0,1,0.121,-0.002,0.012,0.993,0,0,0,1,-0.069,0,0.009,0.998,0.121,0.022,0.005,0.992,0,0,0,1,0,0,0,1,0.052,0.153,-0.56,-0.813,0.132,-0.048,0.614,-0.777,0.037,-0.15,-0.064,-0.986,-0.049,-0.094,-0.051,0.993,0,0.15,0.4,-0.72,-0.5,0,0,-0.502,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.089,-0.006,-0.001,0.996,0.024,0.013,-0.049,0.998,0.05,-0.01,0.033,0.998,0.066,-0.008,0.063,0.996,0.006,0.01,-0.02,0.998,0,0,0,1,0,0,0,1,0.106,-0.002,0.016,0.994,0,0,0,1,-0.065,0,-0.002,0.998,0.12,0.009,0,0.993,0,0,0,1,0,0,0,1,0.045,0.16,-0.581,-0.797,0.146,-0.034,0.637,-0.756,-0.009,-0.133,-0.066,-0.989,0.163,-0.189,-0.112,0.962,0,0.15,0.4,-0.72,-0.5,0,0,-0.655,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.1,-0.011,-0.001,0.995,0.038,0.013,-0.049,0.998,0.054,-0.01,0.032,0.998,0.073,-0.005,0.058,0.996,0.018,0.008,-0.02,0.998,0,0,0,1,0,0,0,1,0.114,-0.002,0.012,0.993,0,0,0,1,-0.078,0,-0.005,0.997,0.132,0.028,0.012,0.991,0,0,0,1,0,0,0,1,0.05,0.153,-0.583,-0.797,0.15,-0.029,0.628,-0.763,-0.185,-0.153,-0.1,-0.966,-0.146,-0.683,-0.065,0.713,0,0.15,0.4,-0.72,-0.5,0,0,-0.692,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.11,-0.01,-0.001,0.994,0.04,0.013,-0.051,0.998,0.071,-0.01,0.032,0.997,0.087,-0.004,0.058,0.995,0.012,0.007,-0.02,0.998,0,0,0,1,0,0,0,1,0.124,-0.002,0.016,0.992,0,0,0,1,-0.06,0.005,-0.093,0.994,0.12,-0.023,-0.034,0.992,0,0,0,1,0,0,0,1,0.047,0.142,-0.562,-0.813,0.21,0.098,0.516,-0.824,-0.215,-0.149,-0.103,-0.96,-0.139,-0.869,-0.007,0.474,0,0.15,0.4,-0.72,-0.5,0,0,-0.719,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.098,-0.005,-0.001,0.995,0.031,0.014,-0.053,0.998,0.055,-0.01,0.032,0.998,0.084,-0.005,0.065,0.994,0.011,0.008,-0.02,0.998,0,0,0,1,0,0,0,1,0.111,-0.003,0.019,0.994,0,0,0,1,-0.073,0.009,-0.131,0.989,0.129,-0.032,-0.066,0.989,0,0,0,1,0,0,0,1,0.063,0.124,-0.555,-0.82,0.239,0.13,0.54,-0.797,-0.152,-0.147,-0.092,-0.973,-0.148,-0.863,0.004,0.484,0,0.15,0.4,-0.72,-0.5,0,0,-0.726,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.105,-0.018,-0.002,0.994,0.044,0.013,-0.052,0.998,0.067,-0.01,0.03,0.997,0.07,-0.005,0.058,0.996,0.008,0.007,-0.02,0.999,0,0,0,1,0,0,0,1,0.121,-0.002,0.019,0.992,0,0,0,1,-0.06,0.009,-0.103,0.993,0.125,-0.041,-0.054,0.99,0,0,0,1,0,0,0,1,0.016,0.17,-0.572,-0.802,0.21,0.096,0.549,-0.803,-0.037,-0.165,-0.079,-0.982,-0.192,-0.833,0.055,0.515,0,0.15,0.4,-0.72,-0.5,0,0,-0.696,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.1,-0.014,-0.001,0.995,0.029,0.013,-0.05,0.998,0.055,-0.01,0.033,0.998,0.085,-0.005,0.062,0.994,0.018,0.008,-0.02,0.998,0,0,0,1,0,0,0,1,0.115,-0.002,0.018,0.993,0,0,0,1,-0.028,0.008,-0.096,0.995,0.115,0.003,-0.031,0.993,0,0,0,1,0,0,0,1,0.016,0.163,-0.595,-0.787,0.197,0.082,0.55,-0.807,-0.12,-0.14,-0.084,-0.979,-0.149,-0.877,0.022,0.456,0,0.15,0.4,-0.72,-0.5,0,0,-0.739,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.098,-0.001,0,0.995,0.029,0.012,-0.047,0.998,0.061,-0.01,0.032,0.998,0.08,-0.005,0.058,0.995,0.005,0.009,-0.02,0.998,0,0,0,1,0,0,0,1,0.113,-0.002,0.016,0.994,0,0,0,1,-0.047,0.01,-0.11,0.993,0.121,0.054,-0.056,0.99,0,0,0,1,0,0,0,1,0.041,0.136,-0.576,-0.805,0.208,0.097,0.55,-0.803,-0.18,-0.153,-0.099,-0.967,-0.119,-0.878,-0.036,0.462,0,0.15,0.4,-0.72,-0.5,0,0,-0.733,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.101,-0.012,-0.001,0.995,0.03,0.013,-0.048,0.998,0.071,-0.01,0.031,0.997,0.084,-0.004,0.052,0.995,-0.01,0.008,-0.02,0.999,0,0,0,1,0,0,0,1,0.118,-0.003,0.021,0.993,0,0,0,1,-0.04,0.013,-0.144,0.989,0.119,0.033,-0.044,0.991,0,0,0,1,0,0,0,1,0.045,0.132,-0.551,-0.823,0.194,0.074,0.559,-0.803,-0.224,-0.151,-0.105,-0.957,-0.126,-0.877,-0.024,0.464,0,0.15,0.4,-0.72,-0.5,0,0,-0.661,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.09,-0.008,-0.001,0.996,0.017,0.012,-0.049,0.999,0.058,-0.01,0.032,0.998,0.084,-0.005,0.054,0.995,-0.017,0.011,-0.02,0.998,0,0,0,1,0,0,0,1,0.104,-0.003,0.02,0.994,0,0,0,1,-0.056,0.006,-0.096,0.994,0.121,0.03,-0.03,0.992,0,0,0,1,0,0,0,1,0.047,0.14,-0.565,-0.812,0.204,0.081,0.539,-0.814,-0.181,-0.147,-0.096,-0.968,-0.196,-0.84,0.069,0.502,0,0.15,0.4,-0.72,-0.5,0,0,-0.641,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.097,-0.013,-0.001,0.995,0.034,0.013,-0.051,0.998,0.07,-0.009,0.028,0.997,0.07,-0.006,0.057,0.996,-0.018,0.009,-0.02,0.998,0,0,0,1,0,0,0,1,0.112,-0.002,0.017,0.994,0,0,0,1,-0.053,0.007,-0.093,0.994,0.123,0.053,-0.029,0.991,0,0,0,1,0,0,0,1,0.035,0.148,-0.583,-0.798,0.197,0.075,0.543,-0.813,-0.079,-0.137,-0.077,-0.984,-0.116,-0.882,-0.038,0.455,0,0.15,0.4,-0.72,-0.5,0,0,-0.772,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.099,-0.004,0,0.995,0.022,0.013,-0.049,0.998,0.062,-0.01,0.032,0.997,0.092,-0.005,0.057,0.994,-0.002,0.009,-0.02,0.998,0,0,0,1,0,0,0,1,0.112,-0.002,0.016,0.994,0,0,0,1,-0.049,0.006,-0.069,0.996,0.123,0.019,-0.013,0.992,0,0,0,1,0,0,0,1,0.031,0.149,-0.577,-0.802,0.212,0.114,0.528,-0.815,-0.148,-0.142,-0.089,-0.975,-0.125,-0.861,-0.037,0.491,0,0.15,0.4,-0.72,-0.378,-0.09,0,-0.775,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.098,-0.006,-0.001,0.995,0.019,0.013,-0.049,0.999,0.058,-0.01,0.034,0.998,0.097,-0.005,0.061,0.993,0.005,0.009,-0.02,0.998,0,0,0,1,0,0,0,1,0.115,-0.003,0.02,0.993,0,0,0,1,-0.036,0.003,-0.063,0.997,0.12,0.004,-0.013,0.993,0,0,0,1,0,0,0,1,0.027,0.159,-0.576,-0.802,0.212,0.115,0.506,-0.828,-0.208,-0.145,-0.099,-0.962,-0.193,-0.834,0.058,0.514,0,0.15,0.4,-0.72,-0.478,-0.082,-0.1,-0.789,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.099,-0.003,0,0.995,0.026,0.013,-0.051,0.998,0.059,-0.01,0.032,0.998,0.092,-0.005,0.062,0.994,0.013,0.008,-0.02,0.998,0,0,0,1,0,0,0,1,0.118,-0.003,0.022,0.993,0,0,0,1,-0.067,0.009,-0.102,0.992,0.124,0.021,-0.013,0.992,0,0,0,1,0,0,0,1,0.025,0.161,-0.57,-0.805,0.234,0.141,0.528,-0.804,-0.176,-0.167,-0.105,-0.964,-0.131,-0.861,-0.028,0.491,0,0.15,0.4,-0.72,-0.529,-0.045,-0.14,-0.746,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.103,-0.014,-0.001,0.995,0.031,0.013,-0.05,0.998,0.056,-0.01,0.033,0.998,0.091,-0.004,0.06,0.994,0.024,0.007,-0.02,0.998,0,0,0,1,0,0,0,1,0.121,-0.003,0.021,0.992,0,0,0,1,-0.068,0.009,-0.089,0.994,0.129,0.014,-0.02,0.991,0,0,0,1,0,0,0,1,0.022,0.163,-0.572,-0.803,0.23,0.134,0.532,-0.803,-0.161,-0.185,-0.11,-0.963,-0.173,-0.842,0.031,0.51,0,0.15,0.4,-0.72,-0.573,-0.087,-0.24,-0.767,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
