-0.11,-0.018,-0.002,0.994,0.025,0.016,-0.065,0.997,0.04,-0.019,0.077,0.996,0.156,0.004,-0.027,0.987,0.059,0.006,-0.057,0.997,-0.184,0.013,0.055,0.981,-0.078,0.274,-0.013,0.959,0.133,-0.006,0.052,0.99,0,0,0,1,-0.038,0.001,-0.054,0.998,0.123,0.142,-0.006,0.982,0.171,-0.014,-0.589,-0.79,0.226,0.194,0.386,-0.873,-0.094,-0.757,-0.368,-0.532,-0.187,-0.843,0.057,0.5,-0.477,0.126,-0.508,-0.707,-0.539,-0.108,0.43,-0.716
-0.067,-0.032,-0.002,0.997,-0.047,0.018,-0.07,0.996,-0.002,-0.016,0.061,0.998,0.202,0.012,-0.035,0.979,0.081,0.018,-0.116,0.99,-0.158,-0.143,0.02,0.977,-0.129,0.235,-0.006,0.963,0.085,-0.013,0.081,0.993,0,0,0,1,-0.042,0.006,-0.066,0.997,0.139,0.088,-0.011,0.986,0.152,0.001,-0.599,-0.786,0.192,0.111,0.474,-0.852,-0.106,-0.776,-0.424,-0.455,-0.162,-0.882,0.053,0.44,-0.458,0.17,-0.482,-0.727,-0.577,-0.091,0.482,-0.653
-0.077,-0.113,-0.009,0.991,-0.082,-0.006,0.002,0.997,-0.001,-0.008,0.033,0.999,0.235,0.018,-0.049,0.971,0.052,0.018,-0.096,0.994,-0.19,-0.033,0.043,0.98,-0.115,0.276,-0.002,0.954,0.113,-0.014,0.104,0.988,0,0,0,1,-0.06,0.014,-0.13,0.99,0.11,0.138,0.014,0.984,0.141,0.009,-0.584,-0.799,0.174,0.087,0.463,-0.865,-0.167,-0.715,-0.5,-0.46,-0.171,-0.867,0.053,0.465,-0.461,0.209,-0.476,-0.719,-0.444,-0.008,0.462,-0.768
-0.097,-0.118,-0.012,0.988,-0.072,0.002,-0.018,0.997,0.027,-0.006,0.018,0.999,0.27,0.01,-0.007,0.963,0.053,0.01,-0.077,0.996,-0.219,0.032,0.06,0.973,-0.105,0.268,-0.007,0.958,0.126,-0.007,0.053,0.991,0,0,0,1,-0.038,0.002,-0.06,0.997,0.121,0.096,0.006,0.988,0.164,-0.009,-0.58,-0.798,0.19,0.13,0.368,-0.901,-0.145,-0.734,-0.463,-0.476,-0.27,-0.786,0.142,0.538,-0.438,0.154,-0.516,-0.72,-0.507,-0.067,0.375,-0.773
-0.086,-0.108,-0.009,0.99,-0.086,0.016,-0.062,0.994,0.027,-0.005,0.017,0.999,0.302,0.01,0.002,0.953,0.051,0.01,-0.07,0.996,-0.14,-0.039,0.044,0.988,-0.089,0.254,-0.013,0.963,0.102,-0.004,0.03,0.994,0,0,0,1,-0.043,0.003,-0.046,0.998,0.138,0.019,0.016,0.99,0.17,-0.02,-0.588,-0.791,0.134,-0.015,0.503,-0.854,-0.131,-0.746,-0.443,-0.48,-0.162,-0.886,0.061,0.43,-0.464,0.144,-0.471,-0.736,-0.425,-0.239,0.492,-0.721
-0.056,-0.074,-0.004,0.996,-0.104,0.026,-0.087,0.99,-0.005,-0.01,0.039,0.999,0.195,0.011,-0.008,0.981,0.101,0.013,-0.098,0.99,-0.053,0.04,0.055,0.996,-0.137,0.231,-0.005,0.963,0.07,-0.004,0.024,0.997,0,0,0,1,-0.018,0.012,-0.088,0.996,0.119,0.019,0.029,0.992,0.126,0.015,-0.591,-0.797,0.174,0.118,0.481,-0.851,-0.128,-0.748,-0.439,-0.481,-0.117,-0.899,-0.022,0.421,-0.468,0.165,-0.432,-0.753,-0.445,-0.06,0.581,-0.679
-0.09,-0.087,-0.008,0.992,-0.046,0.015,-0.057,0.997,0.033,-0.02,0.083,0.996,0.16,0.009,-0.018,0.987,0.105,0.008,-0.122,0.987,0.009,-0.104,0.045,0.994,-0.134,0.272,0.003,0.953,0.104,-0.005,0.032,0.994,0,0,0,1,-0.017,0.003,-0.054,0.998,0.121,0.092,-0.024,0.988,0.149,0.006,-0.604,-0.783,0.205,0.184,0.402,-0.873,-0.129,-0.738,-0.42,-0.512,-0.215,-0.852,0.127,0.46,-0.441,0.171,-0.435,-0.766,-0.592,-0.041,0.429,-0.681
-0.077,-0.045,-0.003,0.996,-0.028,0.004,-0.02,0.999,0.003,-0.026,0.102,0.994,0.141,0.005,-0.005,0.99,0.107,0.008,-0.079,0.991,-0.002,-0.15,0.041,0.988,-0.118,0.291,0.002,0.949,0.109,-0.004,0.027,0.994,0,0,0,1,-0.041,0.003,-0.047,0.998,0.124,-0.012,-0.006,0.992,0.145,0.014,-0.605,-0.783,0.183,0.05,0.558,-0.808,-0.112,-0.758,-0.411,-0.493,-0.102,-0.882,-0.064,0.455,-0.518,0.156,-0.431,-0.722,-0.5,-0.192,0.383,-0.753
-0.103,-0.003,0,0.995,0.008,-0.002,0.008,1,0.023,-0.033,0.136,0.99,0.124,0,0.031,0.992,0.084,0.004,-0.046,0.995,0.011,-0.165,0.042,0.985,-0.057,0.325,-0.013,0.944,0.123,-0.001,0.007,0.992,0,0,0,1,-0.027,0,-0.032,0.999,0.133,0.02,-0.04,0.99,0.154,0.009,-0.593,-0.79,0.263,0.182,0.505,-0.802,-0.091,-0.773,-0.379,-0.501,-0.101,-0.879,-0.068,0.461,-0.502,0.151,-0.446,-0.726,-0.587,-0.128,0.525,-0.603
-0.098,0.018,0.002,0.995,0,-0.007,0.027,1,-0.009,-0.039,0.149,0.988,0.111,-0.002,0.039,0.993,0.111,0.002,-0.033,0.993,-0.017,-0.143,0.04,0.989,-0.072,0.293,-0.012,0.953,0.129,-0.001,0.007,0.992,0,0,0,1,-0.029,0.001,-0.026,0.999,0.113,0.054,-0.054,0.991,0.145,0.017,-0.599,-0.787,0.267,0.232,0.467,-0.81,-0.084,-0.773,-0.363,-0.513,-0.158,-0.833,-0.001,0.53,-0.592,0.169,-0.428,-0.662,-0.568,-0.097,0.466,-0.672
